ObjID,a,e,inc,node,argPeri,ma,epochMJD_TDB,FORMAT
1948 SA,3.1450939,0.1678641,0.9548400000000001,166.59552,246.97482,190.79805,60400.0,KEP
1949 BA,2.2305063,0.1660752,4.35568,123.52497,266.461,263.01118,60400.0,KEP
1951 AT,3.9296265999999997,0.2413842,0.8077900000000001,74.02012,1.78814,139.32446,60400.0,KEP
1948 SB,3.4336952,0.1266058,8.76472,184.12236,279.28247,256.06542,60400.0,KEP
1950 KA,2.1961366,0.4874247,52.18722,62.22754,159.67332,258.50112,60400.0,KEP
1950 LA1,3.1568953,0.12265419999999999,2.53914,104.80068,89.39388,102.67323,60400.0,KEP
1950 LY,3.1549251,0.1256273,11.60759,93.89094,127.92542,91.70768,60400.0,KEP
1950 SA,5.1472851,0.0538931,28.48992,221.37333,188.31537,82.27533,60400.0,KEP
1927 CR,2.3751675,0.1956935,26.64273,305.34144,189.00736,184.45255,60400.0,KEP
1947 RG,2.9285897,0.3087816,26.17764,150.07715,264.14396,57.00008,60400.0,KEP
1939 CJ,2.4288938,0.1062074,4.0588,125.84049,30.07864,154.15225,60400.0,KEP
1933 FS1,2.5434096999999998,0.1553021,7.83385,357.34222,98.38558,218.48392,60400.0,KEP
1951 MH,3.0293686,0.0702426,11.26123,98.54105,222.59667,232.83597,60400.0,KEP
1950 RK,2.4174367,0.0925946,5.26082,90.26414,289.05982,178.98059,60400.0,KEP
1933 NA,2.2308009,0.15649259999999998,4.35122,226.49668,52.74215,92.66321,60400.0,KEP
1951 KA,2.3903909,0.1770678,24.83654,90.4388,163.74646,243.05227,60400.0,KEP
1951 LA,2.7667497,0.3047951,13.53011,106.12448,177.89954,278.55535,60400.0,KEP
1951 LB,2.2250351,0.2809526,9.97735,120.00069,185.28907,307.4864,60400.0,KEP
1949 WA,2.2690511,0.194688,8.94333,69.38219,222.16529,11.07006,60400.0,KEP
1930 ME,2.6452912,0.1109676,4.16286,112.16668,189.55039,266.51503,60400.0,KEP
1951 EV,2.889172,0.1292555,13.29007,248.95535,159.52762,65.77259,60400.0,KEP
1949 EB,2.8511078,0.08736859999999999,11.78858,158.49491,53.64245,198.87439,60400.0,KEP
1950 CA,2.3331347,0.08041859999999999,7.53727,297.9017,301.73324,190.51025,60400.0,KEP
1950 WA,3.129731,0.1410011,6.09314,43.28115,354.96119,78.95233,60400.0,KEP
1947 UC,1.8488863,0.037245099999999996,21.17268,60.56543,50.71705,60.1368,60400.0,KEP
1942 KA,2.2347086,0.1296378,4.94101,74.6321,197.03034,158.1965,60400.0,KEP
1950 GF,2.2447916,0.10359439999999999,4.16219,75.04138,73.98451,40.06117,60400.0,KEP
1926 VH,2.7543828,0.0942995,8.5521,129.95137,255.85743,118.83659,60400.0,KEP
1931 FH,3.0224595,0.10463589999999999,9.3902,308.86822,37.21879,90.4644,60400.0,KEP
1936 GA,3.0131455,0.0712848,10.5811,173.60631,276.76831,42.11114,60400.0,KEP
1950 RH,2.6892291,0.3180549,7.72046,190.3043,142.89749,240.6882,60400.0,KEP
1950 RA,2.5510981999999998,0.3034154,8.58065,122.36329,236.28046,18.98802,60400.0,KEP
1951 RZ,2.2139552,0.1690429,3.94353,356.92603,316.49368,30.75418,60400.0,KEP
1951 NL,2.5830524,0.24900989999999998,18.62982,105.18855,229.10023,158.63138,60400.0,KEP
1928 RT,2.2021477,0.1989683,2.1968900000000002,359.6164,14.86052,71.18859,60400.0,KEP
1950 DJ,3.1744243,0.1598326,4.27767,237.396,74.74677,210.13889,60400.0,KEP
1950 BJ,3.1005352,0.0921037,16.83562,319.46585,243.97469,155.83387,60400.0,KEP
1950 SD,2.735763,0.259938,7.97469,320.71342,126.62715,31.67404,60400.0,KEP
1952 HA,2.9950301,0.0704088,14.10889,162.24194,348.49064,0.46075000000000005,60400.0,KEP
1950 BW,3.1178392,0.1834105,1.6912800000000001,152.43392,254.20809,237.78383,60400.0,KEP
1950 EA,2.9097295,0.0156555,8.48469,48.03288,14.48857,96.26267,60400.0,KEP
1952 FB,3.2075398,0.12321359999999999,13.23874,154.86053,24.46305,220.84863,60400.0,KEP
1948 NF,2.8671238,0.0309155,3.22261,102.80476,178.92892,216.27055,60400.0,KEP
1953 TA,2.2410632,0.1758719,6.21061,61.45582,328.37046,350.76551,60400.0,KEP
1951 RA,1.2457528,0.3355106,13.33496,337.16343,276.97699,147.60116,60400.0,KEP
1926 TM,2.2296762,0.11908239999999999,3.17275,181.82578,238.28832,63.30415,60400.0,KEP
1952 EA,2.2357969,0.1625846,6.45587,4.30278,256.76452,134.37542,60400.0,KEP
1948 PL,3.1435251,0.154577,2.5027,115.34199,321.02665,131.74816,60400.0,KEP
1931 TT1,3.1873532,0.0939542,1.99695,133.36467,28.39357,333.74066,60400.0,KEP
1953 RB,3.1822484,0.2362116,15.51043,320.26055,286.62521,202.7343,60400.0,KEP
1927 AA,2.3630824,0.273763,25.31859,279.4617,149.3162,301.28039,60400.0,KEP
1929 SH,1.8638377,0.39656949999999996,8.450520000000001,133.10134,167.83927,78.93194,60400.0,KEP
A923 RT,3.014891,0.0626216,19.36301,181.09448,287.40684,338.33766,60400.0,KEP
1952 DB,2.238042,0.1546836,9.70141,132.67673,106.56698,113.44713,60400.0,KEP
1952 DA,3.0293681,0.1675679,4.53721,54.44309,94.94137,232.58303,60400.0,KEP
1936 UC,2.2352124,0.2139023,7.48955,16.7687,315.12546,94.93734,60400.0,KEP
1941 DF,2.6562011,0.1364917,5.71881,199.71341,126.68078,256.05604,60400.0,KEP
1929 EC,3.1868762,0.1287896,2.66782,113.49858,72.28358,284.36047,60400.0,KEP
1935 QP,2.2464802,0.1621695,7.6014800000000005,90.66517,191.30649,145.01282,60400.0,KEP
A924 EV,2.8528856,0.0612828,1.82583,184.32289,135.14734,128.56387,60400.0,KEP
1950 BH,2.2349393,0.1273156,4.43567,168.33482,239.31533,151.68931,60400.0,KEP
A907 GX,3.0683274,0.050748999999999996,14.08202,21.15402,238.52713,200.30793,60400.0,KEP
A912 HJ,2.7489558,0.19024749999999999,0.29787,200.73711,86.36339,146.28132,60400.0,KEP
1951 RB,2.573821,0.1480406,8.44044,324.12696,106.74716,159.64529,60400.0,KEP
1951 QA,2.2888672,0.3425608,7.10778,355.41953,354.92198,343.4095,60400.0,KEP
1935 OJ,3.0202797,0.0979845,9.31966,331.37314,0.8129000000000001,310.17605,60400.0,KEP
1951 RU,2.7506565,0.0675441,10.80376,339.02318,149.07688,189.74526,60400.0,KEP
1951 RQ,2.4889098,0.2022533,3.51254,287.85823,90.07848,150.13332,60400.0,KEP
1935 YA,2.5465595,0.1576002,7.02939,270.83474,197.50232,234.8731,60400.0,KEP
1933 OJ,3.0602502,0.110222,1.02666,265.3222,106.89141,296.79161,60400.0,KEP
1939 BG,2.3605558,0.11867979999999999,8.38004,119.94756,279.9728,252.90277,60400.0,KEP
1957 MK,5.2063875,0.023079099999999998,5.65298,240.30638,295.06777,287.76892,60400.0,KEP
1935 RF,2.2348193,0.207483,4.57229,130.3416,134.77309,238.41561,60400.0,KEP
1951 DE,3.0196116,0.0445109,10.80996,145.32863,19.71047,324.93226,60400.0,KEP
1937 TG,2.4353458,0.1627667,2.75088,199.68883,56.66897,20.30403,60400.0,KEP
1936 HD,2.1792114,0.06690299999999999,5.07804,187.43416,339.38272,162.78096,60400.0,KEP
1953 PA,2.2512213,0.1499811,3.19833,251.65337,12.98717,15.42408,60400.0,KEP
1937 RA,2.6119066,0.3227639,4.06662,303.95168,88.77755,165.59105,60400.0,KEP
1931 TL,3.0184684,0.0861979,10.42398,25.15598,333.37668,250.48774,60400.0,KEP
1929 WG,2.7845828,0.23108179999999998,9.58337,111.04427,323.69675,113.24489,60400.0,KEP
1942 EC,1.8774819999999999,0.12322709999999999,25.06764,175.51949,287.4145,14.18217,60400.0,KEP
1961 EA,2.3471883,0.23751719999999998,23.38392,105.30012,54.26267,190.9083,60400.0,KEP
1953 NA,2.5613304,0.1836571,9.09743,95.3537,189.20052,104.55441,60400.0,KEP
1940 YL,2.7838435,0.260789,16.42575,338.18443,36.45657,32.73498,60400.0,KEP
1953 GA,2.3958473,0.30038899999999996,20.59825,212.6646,277.28526,100.01152,60400.0,KEP
A916 FA,2.1836008,0.0906785,3.03499,261.64871,327.81088,134.47422,60400.0,KEP
A923 RB,2.7431111,0.17414269999999998,4.22725,330.47821,63.58711,20.54641,60400.0,KEP
1926 PE,2.2398244,0.17993109999999998,5.36096,83.17196,275.28919,18.79075,60400.0,KEP
1929 CD,2.3372629,0.22577709999999998,6.11593,43.98743,107.55027,213.34324,60400.0,KEP
1930 DQ,2.4152776,0.20560599999999998,10.8267,91.43831,5.81106,76.58055,60400.0,KEP
1930 OG,2.1854778,0.1819904,2.68702,263.0612,83.7295,326.6558,60400.0,KEP
1930 SY,2.1899517,0.1558944,4.61635,80.83202,195.87039,3.4092000000000002,60400.0,KEP
1933 OK,2.8059188,0.2161556,4.73989,160.91895,191.0301,78.23954,60400.0,KEP
1934 RS,3.1446126,0.1070941,0.9374300000000001,19.00401,178.70762,191.13288,60400.0,KEP
1934 RZ,2.9031561999999997,0.1051797,10.51186,59.08672,18.67369,337.60637,60400.0,KEP
1934 TD,2.5904059999999998,0.2541913,3.97022,177.02429,250.40506,145.9673,60400.0,KEP
1935 BD,3.1691507,0.278649,1.06813,181.31738,254.96755,242.83576,60400.0,KEP
1937 TH,3.0975236,0.1830241,3.59241,208.01021,209.23122,275.09601,60400.0,KEP
1938 DS,3.1935988,0.1271986,2.6641500000000002,95.5494,4.51553,100.29012,60400.0,KEP
1938 FB,2.2332158,0.1251427,6.78998,30.08143,50.27319,7.45668,60400.0,KEP
1939 LC,2.2370126,0.18660749999999998,6.12769,54.53635,204.83529,128.47831,60400.0,KEP
1940 RO,2.5323795,0.1070568,14.85778,337.87234,317.65558,309.1824,60400.0,KEP
1940 YH,3.1602063,0.1095959,10.18921,351.56863,120.14804,284.59179,60400.0,KEP
1941 FR,3.1187287,0.1524921,17.97063,177.41045,89.5507,307.06714,60400.0,KEP
1942 CH,2.7254462,0.18183349999999998,4.25986,83.32674,158.13282,24.57579,60400.0,KEP
1948 WE,2.6985732,0.20433959999999998,7.20704,94.30434,0.9851400000000001,344.07059,60400.0,KEP
1949 PH,2.2386963,0.1921322,4.02701,325.66903,9.97732,92.60346,60400.0,KEP
1950 SL,2.7344964,0.17779879999999998,12.47137,326.5274,346.92233,133.74833,60400.0,KEP
1951 QE,3.0925457,0.13219509999999998,3.67054,104.99146,155.45511,186.06439,60400.0,KEP
1948 OA,1.3678236,0.43614369999999997,9.38145,274.21415,127.25928,73.06143,60400.0,KEP
1935 SR1,3.165785,0.1588415,0.6159600000000001,6.34418,294.60524,318.2995,60400.0,KEP
1965 SC,3.1659016,0.1684085,2.63047,93.46454,317.19127,122.32316,60400.0,KEP
1951 EQ1,2.6181869,0.24142629999999998,11.75799,245.7318,42.3003,357.68087,60400.0,KEP
1930 SO,2.4490822,0.2065313,6.37622,123.1423,264.97879,116.27811,60400.0,KEP
1948 VB,3.0379005,0.095968,13.05609,230.24158,154.76294,112.68189,60400.0,KEP
1956 RB,3.1593475,0.1770077,1.08696,174.55857,232.61997,300.96139,60400.0,KEP
1936 QD,2.7880224,0.1366213,2.42692,199.56054,111.82207,311.11548,60400.0,KEP
1935 LA,2.7981823,0.2725827,11.93439,69.95486,234.81841,310.14582,60400.0,KEP
1934 SB,2.3957334,0.2576951,11.08573,13.32954,356.41434,42.79592,60400.0,KEP
1941 UO,2.7850503,0.2890674,16.68558,218.37562,139.51812,290.60654,60400.0,KEP
1939 FF,2.2616318,0.09835479999999999,6.03858,20.99299,165.81855,353.15691,60400.0,KEP
1940 RM,2.3740592,0.1167951,5.66152,331.57959,91.91951,246.16009,60400.0,KEP
1934 CS,3.1594138,0.1087099,1.4947,26.68436,133.17979,0.34991000000000005,60400.0,KEP
1941 QD,2.2118823,0.1655113,1.9713200000000002,273.48298,51.86415,55.82995,60400.0,KEP
1940 QC,2.3607865,0.2251514,4.51249,356.85551,15.52543,352.42268,60400.0,KEP
1953 NJ,3.1596738,0.1927837,16.2841,61.15806,259.38344,159.13803,60400.0,KEP
A924 NC,2.8574399,0.1426498,9.95739,103.83457,241.41127,198.69866,60400.0,KEP
1930 RB,2.2140886,0.1721975,4.52086,112.22076,213.36386,152.81437,60400.0,KEP
A924 EE,2.2229194,0.08768949999999999,0.97108,259.23235,281.683,60.03041,60400.0,KEP
1941 SL1,2.299823,0.24495419999999998,7.7113700000000005,188.58148,156.42761,254.16203,60400.0,KEP
1931 TS,2.1252831,0.11468489999999999,1.8752300000000002,279.66809,339.07859,40.62592,60400.0,KEP
1932 RL,2.2194513,0.1703864,4.03173,6.07448,42.92155,214.65004,60400.0,KEP
1929 XA,2.9117484,0.3084381,6.04566,192.211,248.61008,330.09994,60400.0,KEP
1925 QA,2.3788622,0.2132927,7.55429,300.03903,42.53397,307.47391,60400.0,KEP
1941 UF,2.3206722,0.2684729,8.46598,356.54557,336.02454,153.52336,60400.0,KEP
1935 BB,3.0121659,0.1135311,11.08736,134.70182,249.39247,99.87621,60400.0,KEP
1935 KC,3.1616983,0.1549982,19.39684,237.45469,17.50784,251.44766,60400.0,KEP
1951 SC,2.2285725,0.18404109999999999,3.74606,61.09949,256.33835,307.95445,60400.0,KEP
1951 OA,2.566277,0.1554857,7.9671,300.809,320.9557,265.24304,60400.0,KEP
1938 GK,2.398408,0.2411139,11.47149,38.8963,209.0711,16.02877,60400.0,KEP
1934 GF,2.7321462,0.0925877,5.74409,243.28653,318.16004,306.08988,60400.0,KEP
1954 AC,2.1952832,0.1291983,6.19136,340.40998,116.46034,230.55129,60400.0,KEP
1942 RX,2.3645315,0.2773915,7.70601,202.82134,133.58114,157.86806,60400.0,KEP
1950 DP,2.6568576999999998,0.2222799,14.27566,323.41881,57.73738,148.4491,60400.0,KEP
1935 CQ,2.1881108,0.1040198,0.7310500000000001,127.86417,309.24696,250.36839,60400.0,KEP
1953 TD3,3.1480266,0.0499828,16.11887,317.07057,138.03691,164.7858,60400.0,KEP
1938 EG,2.5132721,0.050979699999999996,5.46619,168.01336,284.33296,274.4159,60400.0,KEP
1936 FX,3.0151757,0.037168,10.90724,149.58561,7.14116,297.22934,60400.0,KEP
1932 DC,2.7119742,0.0582407,12.22838,163.9783,296.40289,291.83053,60400.0,KEP
1930 SK,2.902892,0.08827299999999999,3.17118,119.06795,230.25867,335.45551,60400.0,KEP
1933 OE,2.7857228,0.0453663,3.49162,230.75609,67.1593,192.25232,60400.0,KEP
1965 BA,1.8541009,0.1016223,22.8941,132.98831,313.15511,179.64648,60400.0,KEP
1964 TO,2.5632145,0.0901251,7.18828,240.40923,65.97602,239.56345,60400.0,KEP
1963 SL,2.2307109,0.1002912,2.43912,8.99562,262.75795,140.97073,60400.0,KEP
1936 UA,2.784105,0.22332359999999998,9.49013,171.13183,226.74104,294.1048,60400.0,KEP
1948 PH,3.1648499,0.128587,5.93185,152.39741,201.78484,102.68157,60400.0,KEP
1943 EY,3.011175,0.112465,10.77857,155.59015,212.20591,340.64423,60400.0,KEP
1938 DL1,2.1925303,0.0838767,4.43391,159.31346,307.40729,214.07876,60400.0,KEP
1928 TJ,2.7799116,0.2290035,8.34317,182.01911,186.44675,234.27599,60400.0,KEP
1948 RJ1,3.1394185,0.1295608,15.60634,9.21751,274.89897,265.1186,60400.0,KEP
1967 RA,2.2284292,0.1692062,4.55265,159.71002,249.27652,322.37375,60400.0,KEP
1966 TJ,3.015294,0.045451399999999996,9.36478,327.34968,222.1442,204.72232,60400.0,KEP
1930 SP,2.1834742,0.20235619999999999,4.87642,44.07269,284.45745,9.60734,60400.0,KEP
1939 PF,2.2610737,0.1237621,3.41043,203.28401,81.94243,2.67345,60400.0,KEP
1939 UA,2.4671239,0.1898373,1.99983,296.01158,78.84357,293.94501,60400.0,KEP
1960 BC,2.8849793999999997,0.0666875,2.8851,55.34965,337.86007,141.56379,60400.0,KEP
1934 RO,2.8880331,0.0980747,2.49827,152.13642,212.56776,79.24822,60400.0,KEP
4109 P-L,2.4733129,0.1338957,6.36184,189.57836,0.9292800000000001,296.63061,60400.0,KEP
6557 P-L,2.2297023,0.1208929,4.40617,27.4231,155.68224,203.01972,60400.0,KEP
1941 SY1,2.8460715,0.0568751,3.25753,78.56729,335.30516,31.19149,60400.0,KEP
1963 RF,3.9539758,0.20882409999999998,8.36158,321.89684,47.96495,232.65709,60400.0,KEP
1947 NH,1.7093571,0.1101703,21.41611,268.3521,340.45192,153.26686,60400.0,KEP
1966 RA,3.9511175,0.2154919,3.30102,125.60505,198.60565,166.51326,60400.0,KEP
1949 SB,5.1398244,0.10903289999999999,6.09887,340.83512,114.14885,14.78448,60400.0,KEP
1950 NA1,1.9264078,0.1726276,19.08732,273.71963,109.00079,150.69881,60400.0,KEP
1955 OC,2.7915359,0.17232,8.12048,240.16893,130.89967,226.49037,60400.0,KEP
1930 OK,2.2382646,0.2001469,3.50645,236.7819,98.98716,331.01451,60400.0,KEP
1934 JM,3.0147859,0.078483,11.36837,58.39996,230.48829,20.23865,60400.0,KEP
1935 FE,3.9372853,0.1685835,12.15575,162.82178,110.16797,23.33316,60400.0,KEP
1936 VD,3.0967591,0.042382199999999995,10.67962,156.88764,319.42415,318.79606,60400.0,KEP
1937 YA,2.5483422,0.2315738,5.10073,290.98684,100.36771,121.22207,60400.0,KEP
1939 FC,2.3520143,0.12576289999999998,3.97405,39.3873,148.95792,199.63808,60400.0,KEP
1942 DK,3.0103293,0.031712199999999996,10.82351,113.35448,123.16734,197.41533,60400.0,KEP
1942 RF,2.6499844,0.3130455,4.56058,158.62395,206.43053,318.80162,60400.0,KEP
1950 GB,3.1478274,0.1276726,8.44076,232.58618,331.87366,70.92933,60400.0,KEP
1952 FN,3.1954463,0.21914009999999998,2.45757,76.44668,50.8763,337.71649,60400.0,KEP
1953 TZ,2.8763750999999997,0.0741585,2.28483,160.52674,232.8526,147.51281,60400.0,KEP
1953 TN2,2.1889975,0.2033564,4.23411,304.43328,28.84047,308.12261,60400.0,KEP
1953 VM1,3.1008205,0.11817939999999999,2.23401,152.15427,81.48344,157.79159,60400.0,KEP
1957 XB,3.1724133,0.1778005,19.94866,70.14197,265.81151,12.07736,60400.0,KEP
1962 RF,2.7493007,0.08693569999999999,5.2344100000000005,188.55962,170.35263,184.23523,60400.0,KEP
1962 RJ,3.0215105,0.0965596,9.8267,192.07744,135.72697,291.43862,60400.0,KEP
1965 SA,2.4492939,0.1799008,3.25372,12.33444,19.83297,72.37759,60400.0,KEP
1966 QP,2.1785545,0.1414177,1.58759,319.2049,24.40515,331.63212,60400.0,KEP
1967 JR,2.4573572,0.0597085,5.29384,21.88524,38.84797,97.48372,60400.0,KEP
1968 BD,3.128835,0.1692216,11.21515,86.17108,316.70942,126.82384,60400.0,KEP
1968 CB,2.5267029,0.1043467,5.74307,87.9801,95.4725,316.97241,60400.0,KEP
1968 HE,2.4363105,0.1281814,5.40495,74.67294,170.21027,218.57025,60400.0,KEP
1968 UG1,2.8773646999999998,0.065358,1.86254,174.95223,252.01009,112.54065,60400.0,KEP
1969 JA,2.6028976,0.1855247,12.5538,195.87606,84.50491,352.32786,60400.0,KEP
2520 P-L,3.1045252,0.017936,9.48414,176.43576,312.04152,103.87121,60400.0,KEP
4007 P-L,2.6252768,0.0194625,3.1472,334.51875,133.27601,231.30592,60400.0,KEP
4506 P-L,3.1386598,0.13444319999999998,2.4729900000000002,106.10704,135.50064,247.08219,60400.0,KEP
1950 LZ,2.1755001,0.1613594,0.8987400000000001,254.31871,11.483,1.34317,60400.0,KEP
A906 RA,3.0134864,0.057468599999999995,8.98945,290.83787,337.41709,242.48844,60400.0,KEP
A906 UB,2.3952577,0.10700699999999999,6.94624,44.54671,342.82054,249.01551,60400.0,KEP
1931 TL1,3.1179018,0.152166,1.5451,157.36973,106.61594,12.80994,60400.0,KEP
1935 FJ,2.6611569,0.1331221,11.5014,189.44233,315.11997,208.85617,60400.0,KEP
1935 MG,2.404576,0.1333552,1.4725300000000001,95.26103,184.47739,290.30377,60400.0,KEP
1941 CD,2.2362008,0.0680166,3.77596,283.16282,246.99899,289.13665,60400.0,KEP
1948 TL,3.0183636,0.1100907,10.44543,16.19614,346.84606,143.90979,60400.0,KEP
1950 SK,3.0090495,0.0473551,8.90204,306.79357,275.87808,198.98214,60400.0,KEP
1952 OZ,3.1161043999999998,0.15336639999999999,0.68242,161.90802,144.30317,32.29029,60400.0,KEP
1966 QC,2.2129328,0.18875609999999998,1.97629,102.06577,214.85243,193.78766,60400.0,KEP
1967 ER,2.2382389,0.10001739999999999,5.10696,1.96129,148.18953,31.4248,60400.0,KEP
1967 RE,2.7446424,0.1442979,5.37849,198.81884,74.41931,208.30841,60400.0,KEP
1968 BG,2.7773322,0.27854,9.00901,72.67164,324.02491,105.91831,60400.0,KEP
1968 DW,2.2236093,0.0971701,1.51278,225.86851,324.07948,313.88109,60400.0,KEP
1970 GA,3.120463,0.15778989999999998,14.66537,220.54729,342.84484,282.25659,60400.0,KEP
4010 P-L,2.7865147,0.19063000000000002,7.52973,192.08148,79.42168,309.88459,60400.0,KEP
1966 KB,3.3583521,0.054084,22.57759,186.70342,27.2215,165.28307,60400.0,KEP
1936 VH,2.2363273,0.024638999999999998,3.13814,29.62368,353.96454,79.8229,60400.0,KEP
1949 GC,2.1992156,0.1220059,6.19416,44.22923,4.04188,141.73645,60400.0,KEP
1950 OE,3.0260847,0.11870539999999999,11.4903,156.57595,193.76622,334.9863,60400.0,KEP
1950 RJ,2.3564813,0.1362339,5.79064,124.12927,214.58387,122.6429,60400.0,KEP
1952 SP1,3.0198868,0.07077979999999999,10.96812,77.51337,13.8843,142.07525,60400.0,KEP
1964 TW1,2.8426086,0.033018399999999996,2.69301,142.53489,299.00099,81.62967,60400.0,KEP
1967 CA,2.3486582,0.2490739,21.52566,337.12678,254.34166,252.93,60400.0,KEP
1967 GG,2.4103408,0.0219819,3.63253,325.66691,302.01663,12.32201,60400.0,KEP
1970 GD,3.1418866,0.1080386,2.51653,78.34032,93.07077,292.91818,60400.0,KEP
1971 LC,2.2367367,0.105908,3.84278,270.95197,193.66829,61.40375,60400.0,KEP
1971 QA,2.2263997,0.1779903,3.4913,236.27786,140.48478,276.02954,60400.0,KEP
2517 P-L,2.7459143999999998,0.18076979999999998,2.02483,12.9685,48.21215,299.98395,60400.0,KEP
2522 P-L,2.9284209,0.0994857,3.25888,99.43776,230.9411,276.23359,60400.0,KEP
4196 P-L,2.2244415,0.0924962,4.03377,254.06446,203.76628,331.90716,60400.0,KEP
4576 P-L,3.1337531,0.1097095,8.53223,167.77572,135.57356,194.00931,60400.0,KEP
4645 P-L,3.0089666,0.0820861,10.26152,178.49742,260.06337,357.00098,60400.0,KEP
7589 P-L,2.6820446,0.0817885,8.09937,34.96602,167.81429,317.58749,60400.0,KEP
1931 TW1,2.2255307,0.1305989,4.34585,20.19453,66.16761,248.7522,60400.0,KEP
1932 CE1,3.151916,0.19263329999999998,2.74101,110.79261,358.32363,163.69819,60400.0,KEP
1936 BD,2.3377806,0.2189169,26.15909,153.27806,340.85831,234.09683,60400.0,KEP
1939 MB,2.370879,0.1914465,25.70776,88.70781,140.03337,101.29634,60400.0,KEP
1939 PE,2.1638422,0.178416,2.9802500000000003,249.39566,74.55214,217.4358,60400.0,KEP
1948 PC,3.133307,0.22845939999999998,23.90098,122.09504,165.82859,217.96161,60400.0,KEP
1949 PO,2.1985253,0.2097542,5.00004,145.15533,169.01957,330.09118,60400.0,KEP
1950 MB,2.3784677,0.2002493,2.10171,297.38244,349.7145,37.30026,60400.0,KEP
1950 OO,2.1698865,0.15315789999999999,0.9571100000000001,221.16393,30.27723,65.1079,60400.0,KEP
1951 RD,2.2256869,0.13580119999999998,2.89082,309.96364,296.54736,30.19779,60400.0,KEP
1952 FM,2.8846295,0.0395844,1.92309,14.96648,65.43987,13.18274,60400.0,KEP
1954 QH,2.6760077,0.11632229999999999,4.04394,288.47744,144.29977,249.21115,60400.0,KEP
1955 RC1,2.9972933,0.0824707,9.23379,273.97852,160.91596,10.8768,60400.0,KEP
1962 RK,2.7072306,0.18129,4.52114,220.46088,240.25212,213.36589,60400.0,KEP
1966 PH,3.0631350999999998,0.1076922,14.27805,184.35961,223.25774,216.84649,60400.0,KEP
1967 JJ,2.2512851,0.1201317,6.332,293.30704,142.33941,103.5404,60400.0,KEP
1968 HA,2.1882031,0.0564304,3.95647,147.42918,336.12215,169.75755,60400.0,KEP
1968 HC,2.2390528,0.12848009999999999,5.63617,72.55408,184.028,205.54765,60400.0,KEP
1969 PC,3.2167337,0.0982464,14.94345,303.31148,81.07521,137.39185,60400.0,KEP
1969 PN,2.6349201,0.1137059,10.00873,158.04941,153.31407,293.61037,60400.0,KEP
1969 QP,3.0221005,0.07524449999999999,9.45412,267.75342,359.57891,190.84941,60400.0,KEP
1970 OE,2.8350166,0.09154799999999999,0.9857,296.01073,80.56793,34.61563,60400.0,KEP
1971 OT,2.7846696,0.19375309999999998,7.0389,272.49667,13.11308,139.33745,60400.0,KEP
1971 QZ1,2.205266,0.0862838,3.84498,280.89416,314.74641,96.41471,60400.0,KEP
1971 UC,3.2186715,0.010565699999999999,22.00021,44.06379,32.7545,358.72454,60400.0,KEP
1971 UF,2.7985143,0.1682968,10.17126,50.84536,349.68725,62.1536,60400.0,KEP
1971 UY,2.9182675,0.014739799999999999,2.40353,40.34372,27.65149,156.87629,60400.0,KEP
1971 UO1,3.4030351,0.1129403,2.61354,44.23334,125.643,322.41018,60400.0,KEP
1972 AA,2.266344,0.180995,5.35496,153.42608,125.4447,313.03077,60400.0,KEP
1972 AB,2.651635,0.17033479999999998,8.41718,266.80325,32.1114,208.84981,60400.0,KEP
1972 UB,3.0136018,0.050894499999999995,11.79071,99.34113,71.41772,164.72053,60400.0,KEP
1972 UC,2.9739144,0.0549432,10.70548,142.46145,321.53915,316.08017,60400.0,KEP
6553 P-L,2.3386546,0.1413316,3.18375,18.9457,75.91021,196.54153,60400.0,KEP
A916 CA,2.6102292,0.0195047,11.14424,106.84591,138.27416,123.65475,60400.0,KEP
1933 QD,2.8709086,0.046117599999999995,1.44005,331.58511,312.50434,268.79967,60400.0,KEP
1942 AB,3.0531455,0.0183928,10.76116,50.31558,131.33702,88.33712,60400.0,KEP
1942 EN,2.250586,0.1257908,4.04986,68.88562,190.41462,44.27773,60400.0,KEP
1950 VA,3.1061957,0.18989129999999999,1.6644400000000001,24.65894,342.57131,158.87952,60400.0,KEP
1955 GA,3.0152013,0.0630872,11.19771,95.3158,353.99827,172.26744,60400.0,KEP
1957 XE,3.0654099,0.0458738,15.7817,298.61817,93.88216,183.83505,60400.0,KEP
1968 UE1,2.5369324,0.140742,4.89861,189.03373,275.37389,205.32846,60400.0,KEP
1969 TU1,2.2480505,0.0832731,3.07923,190.98159,349.42464,268.78614,60400.0,KEP
1969 TW1,2.2364825,0.08001459999999999,4.74172,185.82941,56.57061,238.23124,60400.0,KEP
1971 QS1,2.2440455,0.1342234,4.40115,235.96706,173.93238,183.10427,60400.0,KEP
1972 QL,2.6986952,0.0783083,1.65896,271.78078,16.25563,273.43431,60400.0,KEP
1972 RS2,3.2093343,0.0971635,7.69935,343.25324,244.97649,89.88498,60400.0,KEP
1973 SK,2.5657362,0.2027455,9.91959,132.7608,162.12332,166.06111,60400.0,KEP
1970 WB,3.0164864,0.06948109999999999,10.46611,23.47476,266.56256,175.42853,60400.0,KEP
1932 HA,1.4705686,0.5599019,6.3525,35.55594,286.03933,142.31869,60400.0,KEP
1948 EA,2.261265,0.6060812999999999,18.37005,346.29829,268.24741,115.99132,60400.0,KEP
